id,v_f_init,d_init,v_l_init,a_1,a_2,tau_s,tau_1,tau_2
6013,25.08,60.07,18.43,-2.14,-4.69,0,1.97,3.03
6014,16.6,19.44,15.2,-1.83,-4.59,0,1.16,2.85
6015,15.65,21.48,12.01,-1.17,-3.02,0,1.12,2.97
6016,17.06,19.53,15.36,-1.18,-4.33,0,2.09,2.44
6017,15.65,15.39,14.85,-1.13,-1.84,0,1.25,3.35
6018,7.16,17.48,6.53,-0.4,-4.75,1.59,1.62,1.21
6019,18.77,60.84,18.65,-1.54,-5.99,0.44,1.16,2.59
6020,14.63,50.78,13.52,-1.55,-3.27,0.32,0.78,3.43
6021,27.61,44.81,27.28,-1.63,-6.46,0,2.16,1.68
6022,18.7,37.44,15.93,-0.87,-4.66,0,1.28,3.18
6023,9.99,29.51,10.31,-1,-4.8,0.65,3.02,1.33
6024,11.57,18.02,11.55,-1.2,-3.18,0,1.18,2.9
6025,24.3,77.55,16.63,-1.56,-6.04,0,2.18,2.19
6026,12.03,15.11,11.6,-0.45,-6.64,0,3.49,1.51
6027,18.15,39.08,18.09,-0.75,-5.75,0,1.08,2.87
6028,26.07,26.51,26.22,-2.28,-3.64,1.5,1.22,1.72
6029,21.48,64.6,18.53,-1.62,-4.11,0.58,0.91,3.33
6030,18.97,30.37,18.65,-1.43,-6.01,0,2.49,2.51
6031,18.62,31.27,17.39,-0.85,-3.89,0,1.75,2.6
6032,18.91,40.84,14.54,-2.31,-7.96,0.9,1.16,1.39
6033,20.16,40.46,16.51,-1.15,-4.43,0,1.34,3.38
6034,18.18,58.3,16.46,-1.1,-5.49,0,1.29,2.74
6035,17.22,27.99,16.6,-0.72,-3.87,0,1.12,3.7
6036,14.34,21.87,10.08,-1.58,-2.82,0.47,2.19,2.34
6037,23.07,70.55,23.06,-2.08,-5.87,0.57,3.51,0.92
6038,11.86,30.05,11.17,-0.66,-2.47,0.25,2.03,2.72
6039,12.58,15.08,11.65,-2.21,-4.66,0,1.94,1.58
6040,16.92,36.43,16.87,-1.38,-4.6,0,0.89,3.4
6041,17.2,44.6,15.5,-2.05,-5,0,1.17,2.62
6042,20.2,27.36,17.73,-0.91,-3.02,0,1.52,2.9
6043,17.05,47.59,15.66,-1.21,-5.92,0.5,2.03,2.03
6044,14.16,22.99,13.84,-1.13,-4.45,0.31,0.89,2.31
6045,14.72,43.83,13.54,-1.32,-6.18,1.36,2.3,1.08
6046,17.65,41.86,17.66,-1.93,-4.28,0,1.33,3.29
6047,4.93,24.25,6.52,-1.28,-1.82,1.4,1.76,1.85
6048,18.8,43.61,18.8,-1.73,-3.98,0,2.16,2.11
6049,22.61,56.37,18.11,-1.01,-5.2,0,1.35,3.22
6050,10.33,15.6,10.23,-1.18,-2.26,1.1,1.01,2.89
6051,6.59,11.92,6.27,-0.99,-1.81,0,3.39,1.61
6052,12.18,17.95,12.16,-0.44,-3.34,0,1.06,3.04
6053,23.11,55.3,20.1,-1.77,-5.71,0,1.63,2.75
6054,17.75,42.64,17.52,-1.75,-7.67,0,2.21,1.78
6055,21.64,49.49,20.53,-1.28,-6.23,0,2.18,1.74
6056,12.58,34.33,12.53,-0.81,-2.92,0,0.98,4.02
6057,20.49,27.21,17.81,-1.38,-3.86,0,1.01,3.46
6058,17.05,47.59,16.2,-1.8,-4.39,0,1.88,2.92
6059,17.72,25.39,17.81,-1.35,-4.58,0,2.17,1.81
6060,8.87,11.61,7.45,-0.78,-1.97,0,2.22,2.78
6061,20.37,34.82,14.87,-1.66,-3.65,0,1.24,3.51
6062,18.77,60.84,19.06,-0.98,-6,0,1.08,3
6063,11.6,21.32,8.44,-0.42,-2.23,0,1.5,3.5
6064,18.59,15.63,18.64,-2.16,-4.62,0.67,1.61,1.5
6065,21.25,68.77,21.27,-1.94,-5.98,0,0.78,3.3
6066,14.11,12.69,12.15,-0.49,-3.15,0.17,1.01,3.45
6067,14.76,17.6,14.67,-1.26,-1.9,0.11,0.98,3.24
6068,15.25,66.05,12.39,-0.38,-3.87,0,1.95,3.01
6069,18.94,31.3,16.77,-1.26,-5.13,0,1.63,2.46
6070,13.53,11.52,12.38,-0.83,-3.53,0,1.95,3.05
6071,14.73,19.35,13.7,-0.8,-3.91,1.18,2.5,0.96
6072,25.91,50.57,17.74,-0.97,-4.07,0.89,2.08,1.81
6073,8.77,25.44,7.19,-0.51,-4.31,1.71,1.52,1.37
6074,11.42,12.34,9.99,-0.84,-1.81,1.19,1.46,2.3
6075,10.9,20.46,10.94,-0.57,-3.86,0.48,1.58,2.39
6076,20.51,42.8,17.77,-1.17,-5.81,0,1.07,2.76
6077,22.97,58.88,15.24,-0.99,-4,0,1.58,3.42
6078,9.71,7.11,9.28,-1.24,-2.82,0,1.55,2.61
6079,15.71,43.91,12.83,-1.32,-3.14,0,1.06,3.64
6080,12.19,13.15,12.16,-0.83,-2.71,0.34,2.25,2.41
6081,17.44,25.65,16.14,-1.16,-4.71,0.98,1.21,2.16
6082,10.27,30.22,9.99,-1.27,-5.04,1.05,2.68,1.27
6083,4.76,8.86,4.87,-0.7,-1.59,0.46,2.7,1.83
6084,27.64,83.18,23.7,-2.38,-9.19,0,1.8,2.09
6085,22.31,42.09,22.21,-1.73,-5.04,0.46,1.82,2.42
6086,16.2,19.46,11.23,-1.03,-3.33,0,1.72,2.84
6087,15.07,42.87,15.11,-1.63,-4.89,0.48,2.49,1.51
6088,9.04,16.61,9.03,-1.17,-2.31,1.4,1.44,2.11
6089,19.06,19.62,19.43,-0.7,-5.12,0,1.06,3.65
6090,16.27,16.92,12.55,-0.96,-3.48,0,1.22,3.27
6091,17.1,62.99,14.55,-1.29,-4.88,0,2.73,2.26
6092,17.63,33.57,17.81,-1.16,-5.95,0,1.66,2.67
6093,28.55,56.36,23.59,-1.09,-4.83,0,2.13,2.24
6094,15.96,9.49,15.92,-1.16,-3.91,0,1.1,2.93
6095,8.21,13.45,7.52,-1.21,-2.28,0.91,3.28,0.82
6096,16.94,35.42,12.96,-0.65,-5.2,0.56,2.2,2.11
6097,17.62,46.18,17.66,-1.51,-5.23,0.25,2.31,2.23
6098,12.37,13.28,10.18,-0.68,-3.37,0,1.69,2.68
6099,12.93,18.72,13.02,-1.7,-3.84,0.95,0.8,2.29
6100,16.44,34.19,15.3,-1.53,-4.17,0,1.17,3.15
6101,14.39,26.2,9.88,-0.59,-3.02,0,2.15,2.85
6102,24.04,44.7,23.54,-1.69,-8.34,0.18,1.78,1.42
6103,7.39,22.31,7.45,-0.7,-1.87,0,1.62,3.38
6104,24.04,30.35,16.05,-1.3,-5.76,0.77,1.6,1.6
6105,5.05,17.25,4.55,-0.33,-1.81,0.68,2.46,1.86
6106,18.15,39.08,18.3,-1.79,-5.87,0,1.14,2.77
6107,21.03,59.85,19.21,-1.79,-6.12,0,1.57,2.66
6108,25.95,75.49,17.68,-1.91,-7.23,0,3.6,1.38
6109,15.35,15.03,15.33,-1.57,-2.89,0.83,1.63,1.76
6110,17.21,29.17,16.54,-1.7,-4.54,0,1.68,2.7
6111,25.86,43.57,18.29,-1.29,-4.93,0.24,2.39,2.24
6112,17.54,50.48,14.81,-1.02,-5.13,0,1.69,2.55
6113,20.52,45.63,20.52,-1.31,-6.64,0.42,2.18,1.41
6114,14.67,10.41,14.7,-2.14,-5.12,1.64,1.2,1.16
6115,27.32,35.78,24.13,-1.99,-7.89,0,1.96,1.66
6116,14.38,45.16,14.37,-1.22,-3.49,0,0.79,3.84
6117,15.83,31.28,17.01,-1.94,-4.56,0,2.22,2.01
6118,17.54,50.48,14.9,-1.23,-4.92,0,1.71,2.6
6119,20.16,40.46,16.25,-1.3,-5.62,0,2.18,2.32
6120,15.6,45.18,15.56,-0.76,-4.03,0.44,1.37,3.19
6121,24.42,45.71,17.49,-1.91,-4.49,0,1.66,3.19
6122,15.72,39.08,14.34,-0.99,-3.56,0,1.79,2.94
6123,11.18,23.88,9.78,-0.73,-3.35,0.87,1.97,2.04
6124,17.98,16.05,17.76,-1.31,-5.81,0,1.45,2.73
6125,14.8,28.01,14.79,-1.2,-2.56,0,2.75,2.25
6126,18.18,48.63,14.36,-1.65,-3.65,0,1.71,2.99
6127,9.74,33.19,9.01,-1.78,-4.53,2.07,1.16,1.51
6128,8.92,12,8.76,-1.34,-2.07,0,0.9,3.65
6129,18.3,15.37,18.38,-1.3,-2.82,0,1.05,3.81
6130,16.11,26.1,11.48,-0.94,-3.6,0,1.72,2.74
6131,23.24,34.67,20.29,-1.65,-5.57,0,0.91,2.95
6132,24.81,61.47,24.76,-1.87,-6.83,0,1.38,2.34
6133,15.64,43.72,15.53,-1.21,-4.07,0.55,0.91,3.33
6134,16.74,23.62,16.67,-2.4,-4.64,0,1.32,2.91
6135,26.66,78.96,24.4,-1.5,-5.89,0,2.29,2.33
6136,18.53,31.32,14.78,-0.95,-3.2,0.39,0.76,3.82
6137,24.41,31.26,24.39,-1.13,-3.52,0.51,1.33,2.4
6138,28.62,48.36,27.41,-1.59,-5.07,0,3.06,1.68
6139,10.7,18.04,9.66,-1.06,-2.61,0,1.95,2.91
6140,13.21,44.26,13.31,-1,-3.73,0,2.47,2.53
6141,20.63,39.46,20.6,-2.12,-8.29,0,1.27,2.16
6142,5.63,6.95,5.74,-0.45,-1.4,0,2.08,2.92
6143,12.2,13.35,11.58,-0.34,-2.7,0,1.47,3.53
6144,13.57,27.8,14.61,-0.72,-3.77,0,0.86,3.71
6145,11.03,13.76,10.57,-1.5,-2.86,0,2.03,2.63
6146,18.78,24.65,17.77,-1.81,-3.87,0,3.07,1.93
6147,27.17,42.97,25.96,-0.73,-3.81,0,1.55,2.4
6148,14.77,14.39,14.26,-0.95,-5.09,0,1.4,2.54
6149,21.43,43.19,21.47,-1.7,-5.73,0,1.5,2.55
6150,9.78,5.52,9.75,-0.51,-3.01,0,2.91,2.09
6151,13.78,24.12,13.84,-0.73,-3.02,0,1.35,3.33
6152,12.46,18.89,12.41,-0.84,-2.12,0,1.92,3.08
6153,10.46,21.97,8.44,-0.74,-2.72,0,1.74,2.63
6154,9.67,32.21,9.64,-1.25,-2,0,2.48,2.52
6155,32.39,44.67,25.28,-1.29,-4.45,0.62,1.54,1.99
6156,12.49,28.46,11.13,-0.3,-3.38,0,2.29,2.63
6157,16.71,5.17,16.66,-0.92,-3.79,0.25,1.63,2.15
6158,15.2,49.16,13.36,-0.89,-3.65,0,1.77,3.23
6159,18.15,39.08,18.26,-2.24,-5.73,0.81,1.1,2.22
6160,11.23,15.77,11.12,-0.81,-3.21,0.05,2.9,2.06
6161,24.93,55.76,21.66,-2.27,-4.41,0.93,2.42,1.65
6162,12.37,35.53,12.38,-1.58,-3.6,0,1.25,2.89
6163,11.54,18.56,8.9,-0.82,-2.63,0,2.1,2.73
6164,13.15,10.89,13.29,-1.4,-3.09,0,1.97,2.89
6165,21.45,50.66,21.49,-1.89,-5.43,0.11,2.69,2.07
6166,20.82,35.54,19.12,-1.66,-4.51,0,1.46,2.22
6167,20.51,42.8,17.76,-1.05,-5,0,1.01,3.1
6168,4.67,3.85,4.66,-0.28,-1.32,0,1.87,3.13
6169,10.71,13.3,9.71,-1.07,-2.84,0.63,0.87,3.06
6170,28.36,54.38,27.92,-1.72,-3.85,0,3.85,1.15
6171,11.6,24.06,12.75,-1.53,-3.27,0,1.92,3
6172,19.44,29.63,19.55,-1.25,-3.29,0.41,1.23,2.36
6173,16.75,36.66,13.14,-1.18,-4.93,0.3,2.72,1.96
6174,18.27,57.21,18.18,-1.37,-5.07,0.92,1.2,2.13
6175,13.36,15.48,12.55,-1.09,-3.31,0,1.32,3.06
6176,21.59,30.09,22.54,-0.86,-4.05,0.16,1.63,2.48
6177,11.32,27.53,11.32,-1.2,-3.41,0.96,1.97,2.06
6178,14.23,56.38,12.7,-2.1,-2.82,0,1.32,3.52
6179,18.14,46.6,15.68,-1.67,-4.39,0,1.46,2.66
6180,9.98,22.34,9.97,-0.64,-2.19,0.18,1.13,3.69
6181,13.21,44.26,13.17,-0.76,-4.67,0,1.85,2.52
6182,17.1,42.84,13.97,-1.84,-5.14,0.07,1.59,2.13
6183,13.1,25.2,11.05,-0.44,-3.25,0,1.85,3.15
6184,16.91,35.75,16.89,-1.54,-3.96,0.75,1.2,1.89
6185,18.57,58.94,18.6,-1.65,-7.05,0,0.89,2.43
6186,19.37,54.88,19.18,-1.63,-5.42,0.88,1.86,2.09
6187,5.54,4.72,5.08,-0.43,-1.2,0,1.2,3.8
6188,17.52,42.81,16.18,-1.18,-4.59,0,0.76,3.33
6189,16.05,61.57,13.45,-1.41,-5.09,0,3.26,1.74
6190,3.89,4.39,2.89,0.3,-0.39,0,0.91,4.09
6191,3.54,1.83,3.14,0.32,-0.16,0,0.66,4.34
6192,5.99,12.6,2.87,0.42,-0.09,0,2.13,2.87
6193,6.98,9.4,3.95,0.55,-0.21,0,0.93,4.07
6194,1.88,1.63,1.83,0.32,-0.35,0,1.38,3.62
6195,2.44,3.16,2.42,0.3,-0.19,0,1.61,3.39
6196,10.6,23.18,4.3,0.3,-0.59,0,1.22,3.78
6197,4.06,10.72,1.9,6.25,-0.38,0,0.57,4.43
6198,0.35,2.93,0.47,0.3,-0.17,0,4.42,0.58
6199,4.59,8.61,3.22,1.95,-0.28,0,0.77,4.23
6200,9.12,11.35,7.56,0.66,-0.17,0,1.19,3.81
6201,1.01,2.23,0.87,0.3,-0.27,0,3.36,1.64
6202,5.47,13.35,2.44,0.3,-0.44,0,4.17,0.83
6203,0.41,2.77,0.98,0.3,-0.49,0,4.47,0.53
6204,5.13,3.24,4.54,1.03,-0.57,0,1.2,3.8
6205,1.96,6.53,1.83,0.52,-0.28,0,0.81,4.19
6206,9.64,3.07,9.18,0.32,-0.44,0,0.56,4.44
6207,3.39,2.58,3.17,0.3,-0.15,0,1.39,3.61
6208,4.84,5,4.83,0.45,-0.23,0,0.55,4.45
6209,1.89,3.08,1.37,0.7,-0.17,0,0.64,4.36
6210,6.48,2.89,4.51,0.3,-0.63,0,1.11,3.89
6211,3.15,8.94,1.37,0.3,-0.28,0,3.06,1.94
6212,14.89,21.47,8.07,0.3,-0.25,0,0.81,4.19
6213,2.31,3.85,5.54,0.3,-0.15,0,4.76,0.24
6214,1.91,1.96,1.84,0.54,-0.11,0,1.03,3.97
6215,3.49,6.56,2.21,0.3,-0.22,0,3.3,1.7
6216,3.64,2.13,2.75,0.32,-0.34,0,1.85,3.15
6217,6.74,21.85,3.59,0.32,-0.1,0,0.81,4.19
6218,4.28,7.82,2.51,0.3,-0.53,0,1.68,3.32
6219,6.58,9.49,6.09,0.3,-0.47,0,1.07,3.93
6220,1.12,3.84,0.74,0.71,-0.08,0,1.42,3.58
6221,2.1,3.56,2.35,0.49,-0.26,0,0.71,4.29
6222,3.36,1.34,3,1.08,-0.27,0,1.22,3.78
6223,2.84,2.24,2.88,2.65,-0.24,0,0.72,4.28
6224,14.52,30.9,8.14,0.3,-0.12,0,1.02,3.98
6225,1.32,3.97,0.83,0.31,-0.11,0,3.28,1.72
6226,7.88,23.85,5.8,1.56,-0.36,0,0.58,4.42
6227,2.2,3.56,1.67,0.29,-0.39,0,4.04,0.96
6228,11.21,13.99,6.48,0.31,-0.13,0,2.4,2.6
6229,2.73,7.49,1.39,0.3,-0.14,0,2.27,2.73
6230,3.34,8.64,2.45,4.73,-0.41,0,0.56,4.44
6231,5.18,12.39,2.54,0.83,-0.27,0,0.98,4.02
6232,0.02,2.67,0.22,0.29,-0.12,0,3.37,1.63
6233,0.93,8.48,1.13,0.83,-0.26,0,1.88,3.12
6234,2.77,12.62,1.61,0.44,-0.3,0,1.43,3.57
6235,2.66,6.32,1.64,0.3,-0.13,0,0.77,4.23
6236,1.25,1.07,1.15,0.3,-0.15,0,1.79,3.21
6237,1.39,10.63,1.56,0.34,-0.21,0,1.3,3.7
6238,3.26,1.29,2.82,1.19,-0.07,0,0.57,4.43
6239,3.52,8.19,1.91,0.32,-0.24,0,1.69,3.31
6240,2.66,1.6,2.64,0.32,-0.19,0,1.31,3.69
6241,3.13,2.29,2.47,0.33,-0.38,0,0.75,4.25
6242,5.83,2.53,6.46,0.3,-0.56,0,2.02,2.98
6243,1.17,4.26,0.71,0.3,-0.2,0,3.6,1.4
6244,2.77,7.69,1.5,0.31,-0.16,0,3.26,1.74
6245,3.61,3.36,3.65,0.3,-0.32,0,2.73,2.27
6246,5.42,1.97,5.44,0.31,-0.44,0,2.31,2.69
6247,1.12,3.84,0.73,4.23,-0.09,0,0.56,4.44
6248,2.32,1.23,1.64,0.34,-0.17,0,2.2,2.8
6249,10.19,30.77,4.81,0.32,-0.08,0,1.79,3.21
6250,2.29,4.54,1.49,0.3,-0.25,0,2.43,2.57
6251,0.94,3.37,0.95,0.3,-0.2,0,2.64,2.36
6252,2.95,9.45,1.23,0.72,-0.15,0,0.9,4.1
6253,9.67,15.02,4.55,2.4,-0.11,0,1.38,3.62
6254,4.08,10.92,1.82,0.3,-0.52,0,2.97,2.03
6255,5,22.2,2.89,3.03,-0.31,0,0.55,4.45
6256,3.23,4.45,2.48,0.3,-0.28,0,0.77,4.23
6257,3.46,2.68,3.09,0.3,-0.63,0,2.07,2.93
6258,4.13,5.64,3.04,0.3,-0.22,0,1.79,3.21
6259,3.69,2.55,3.71,0.3,-0.17,0,1.37,3.63
6260,5.31,3.58,5.33,0.3,-0.31,0,2.53,2.47
6261,4.05,2.54,4,0.35,-0.37,0,1.26,3.74
6262,4.54,8.77,2.22,0.71,0,0,1.43,3.57
6263,3.59,4.94,3.61,0.29,-0.87,0,3.32,1.68
6264,10.24,9.66,7.61,0.3,-0.26,0,3,2
6265,6.1,2.76,6.09,0.29,-0.24,0,2.21,2.79
6266,1.61,2.04,1.31,0.3,-0.19,0,1.83,3.17
6267,6.84,17.84,2.57,0.3,-0.37,0,1.54,3.46
6268,6.49,1.9,5.54,4.2,-0.27,0,0.62,4.38
6269,4.81,2.16,4.77,0.3,-0.49,0,2.15,2.85
6270,3.66,2.35,2.68,0.3,-0.27,0,1.53,3.47
6271,0.92,0.97,0.93,0.32,-0.12,0,1.94,3.06
6272,11.89,28.87,6.14,0.3,-0.13,0,1.6,3.4
6273,3.9,17.4,2.16,1.49,-0.32,0,0.73,4.27
6274,1.68,2.01,1.56,0.3,-0.15,0,3.22,1.78
6275,4.71,1.58,4.29,0.31,-0.2,0,1.57,3.43
6276,2.47,6.86,2.76,0.3,-0.42,0,0.91,4.09
6277,2.1,5.09,1.31,0.88,-0.27,0,1.43,3.57
6278,4.04,5.63,3.36,0.3,-0.45,0,2.38,2.62
6279,1.91,7.81,2.63,0.32,-0.29,0,0.56,4.44
6280,3.23,4.45,2.49,0.3,-0.35,0,1.79,3.21
6281,4.62,10.71,2.07,0.3,-0.19,0,1.1,3.9
6282,5.5,5.28,5.66,1.74,-0.66,0,1.83,3.17
6283,2.73,1.32,2.63,0.29,-0.45,0,1.99,3.01
6284,3.84,9.74,1.65,0.3,-0.24,0,1.72,3.28
6285,5.92,11.02,5.72,0.44,-0.25,0,0.94,4.06
6286,1.68,2.95,1.34,1.13,-0.09,0,0.8,4.2
6287,1.08,4.45,0.61,0.34,-0.5,0,4.56,0.44
6288,4.55,1.9,4.46,0.3,-0.21,0,2.34,2.66
6289,4.46,10.75,2.01,0.3,-0.18,0,0.66,4.34
6290,2.97,3.71,3.21,2.15,-0.4,0,0.68,4.32
6291,4.11,2.13,4.12,0.41,-0.18,0,1,4
6292,7.19,26.61,3.47,1.93,-0.06,0,0.57,4.43
6293,1.18,1.6,1.19,2.14,-0.21,0,0.86,4.14
6294,5.72,2.64,5.74,0.3,-0.14,0,0.93,4.07
6295,2.22,6.04,2.37,0.3,-0.11,0,2.28,2.72
6296,4.29,6.57,2.78,0.3,-0.21,0,1.22,3.78
6297,1.18,1.6,1.19,2.55,-0.21,0,0.8,4.2
6298,1.22,1.22,0.86,2.73,-0.12,0,0.7,4.3
6299,3.32,8.2,2.84,0.3,-0.64,0,2.42,2.58
6300,13.25,15.33,5.78,0.31,-0.14,0,2.28,2.72
6301,4.62,3.23,3.7,0.3,-1.1,0,2.7,2.3
6302,2.92,4.39,2.94,0.34,-0.37,0,0.91,4.09
6303,5.19,3.54,5.03,0.3,-0.5,0,2.11,2.89
6304,7.12,21.47,5.6,3.38,-0.18,0,0.66,4.34
6305,1.79,5.57,1.02,0.49,-0.06,0,1.33,3.67
6306,2.16,1.41,2.19,0.29,-0.23,0,2.22,2.78
6307,6.71,3.44,6.66,0.3,-0.73,0,1.28,3.72
6308,2.29,4.54,1.46,0.3,-0.14,0,1.08,3.92
6309,2.13,1.18,2.14,0.3,-0.13,0,0.7,4.3
6310,1.06,9.2,1.49,0.36,-0.17,0,0.95,4.05
6311,3.66,4.55,4.04,0.3,-0.45,0,1.49,3.51
6312,1.91,1.96,1.77,0.3,-0.17,0,2.17,2.83
6313,3.35,7.65,2.32,0.3,-0.31,0,2.03,2.97
6314,5.3,12.79,2.78,1.17,-0.1,0,0.6,4.4
6315,3.68,9.01,2.13,0.76,-0.06,0,1.16,3.84
6316,6.28,3.82,6.31,0.3,-0.31,0,0.8,4.2
6317,1.34,6.35,0.8,0.3,-0.22,0,3.33,1.67
6318,5.06,3.9,5.06,0.3,-0.39,0,1.43,3.57
6319,7.11,23.87,4.19,0.3,-0.56,0,1.97,3.03
6320,3.13,3.61,3.59,0.3,-0.12,0,2.66,2.34
6321,2.27,5.45,1.38,0.32,-0.16,0,1.78,3.22
6322,1.22,1.22,0.86,0.3,-0.31,0,3.19,1.81
6323,2.66,1.21,2.65,1.95,-0.18,0,1.07,3.93
6324,1.14,2.32,1.1,0.3,-0.29,0,2.5,2.5
6325,2.73,2.38,2.73,1.01,-0.67,0,1.5,3.5
6326,1.92,1.67,1.94,0.3,-0.32,0,2.83,2.17
6327,1.32,3.97,0.8,3.22,-0.03,0,0.86,4.14
6328,1.37,4.01,1.03,0.3,-0.29,0,3.43,1.57
6329,14.32,42.09,5.48,0.3,-0.21,0,4.09,0.91
6330,2.43,2.88,1.73,6.92,-0.28,0,0.57,4.43
6331,5.22,3.3,3.89,0.69,-0.5,0,0.72,4.28
6332,1.16,1.31,1.15,0.3,-0.11,0,1.99,3.01
6333,3.21,7.29,3.38,0.29,-0.25,0,3.83,1.17
6334,2.29,2.04,2.09,0.31,-0.3,0,1.1,3.9
6335,7.94,8.11,4.51,0.3,-0.26,0,2.45,2.55
6336,2.1,2.18,2.09,0.3,-0.59,0,2.6,2.4
6337,4.06,10.72,1.89,4.07,-0.37,0,0.67,4.33
6338,5.37,6.02,4.56,0.81,-0.28,0,0.58,4.42
6339,4.05,10.24,2.16,0.3,-0.25,0,2.29,2.71
6340,4.58,6.87,2.8,0.3,-0.15,0,0.89,4.11
6341,1.69,5.87,2.02,0.3,-0.38,0,4.53,0.47
6342,5.68,5.4,4.02,0.3,-0.65,0,0.88,4.12
6343,2.33,2.1,2.34,4.97,-0.42,0,0.72,4.28
6344,3.89,10.5,2.53,2.8,-0.52,0,0.57,4.43
6345,2.88,4.36,1.62,0.36,-0.32,0,1.48,3.52
6346,6.89,3.56,6.98,0.3,-0.41,0,3.26,1.74
6347,16.1,16.83,8.44,0.3,-0.33,0,1,4
6348,1.36,5.28,1.51,0.3,-0.13,0,4.36,0.64
6349,4.58,6.87,2.82,0.38,-0.15,0,0.76,4.24
6350,2.91,9.74,2.82,0.33,-0.34,0,0.79,4.21
6351,0.93,8.48,1.12,0.39,-0.11,0,1.11,3.89
6352,8,4.23,8.06,0.3,-0.89,0,2.5,2.5
6353,5.43,3.97,3.98,0.48,-0.3,0,0.68,4.32
6354,2.93,4.75,2.9,0.3,-0.63,0,1.56,3.44
6355,5.29,6.34,4.51,0.3,-0.26,0,1.05,3.95
6356,2.98,7.83,3,0.3,-0.32,0,3.03,1.97
6357,7.05,3.14,7.31,0.3,-0.37,0,1.06,3.94
6358,5.39,1.98,3.98,0.9,-0.44,0,0.62,4.38
6359,2.89,10.13,1.42,0.3,-0.18,0,2.34,2.66
6360,1.72,5.15,0.97,3.76,-0.16,0,0.58,4.42
6361,2.91,1.75,2.96,0.46,-0.36,0,2.68,2.32
6362,3.08,2.04,3.12,0.3,-0.67,0,2.71,2.29
6363,1.74,5.88,1.78,1.02,-0.55,0,2.26,2.74
6364,3.88,16.88,2.78,0.54,-0.63,0,1.72,3.28
6365,1.88,5.63,2.01,0.35,-0.08,0,0.79,4.21
6366,3.95,2.81,3.9,0.3,-0.13,0,1.29,3.71
6367,1.78,1.51,1.61,0.3,-0.23,0,1.38,3.62
6368,7.03,9.97,4.74,0.3,-0.25,0,1.38,3.62
6369,6.55,9.22,6.51,0.3,-0.78,0,2.02,2.98
6370,4.88,6.37,4.8,0.3,-0.54,0,1.42,3.58
6371,5.37,7.62,3.23,1.34,-0.1,0,1.07,3.93
6372,2.16,1.41,2.17,0.3,-0.16,0,1.34,3.66
6373,6.69,8.81,5.01,1.36,-0.08,0,0.98,4.02
6374,1.25,3.84,0.86,0.3,-0.15,0,3.14,1.86
6375,2.94,5.26,1.87,0.3,-0.17,0,1.14,3.86
6376,2.9,0.97,1.77,0.3,-0.57,0,2.65,2.35
6377,4.82,6.22,4.78,2.36,-0.02,0,0.73,4.27
6378,1.22,2.77,1.37,0.3,-0.17,0,2.25,2.75
6379,1.27,6.71,0.46,0.3,-0.15,0,4.15,0.85
6380,3.41,9.33,3.43,0.32,-0.57,0,1.21,3.79
6381,5.65,1.14,5.66,0.39,-0.17,0,1.85,3.15
6382,6.84,17.84,2.6,0.33,-0.36,0,1.27,3.73
6383,4.49,12.16,4.39,0.31,-0.79,0,1.76,3.24
6384,4.51,22.22,2.67,0.29,-0.4,0,3.28,1.72
6385,1.45,1.87,1.42,0.3,-0.19,0,2.29,2.71
6386,2.97,1.57,3.01,0.38,-0.3,0,1.8,3.2
6387,3.36,1.88,2.56,5.77,-0.36,0,0.63,4.37
6388,1.66,5.82,1.04,0.3,-0.13,0,3.14,1.86
6389,1.91,2.58,1.77,0.37,-0.19,0,1.34,3.66
6390,2.2,1.3,2.22,0.3,-0.14,0,1.78,3.22
6391,2.31,3.79,2.4,3.87,-0.42,0,0.56,4.44
6392,2.49,8.13,2.3,0.3,-0.15,0,2.03,2.97
6393,2.4,4.39,2.37,0.3,-0.35,0,1.78,3.22
6394,3.16,3.34,2.91,0.3,-0.54,0,2.59,2.41
6395,2.19,2.98,1.48,0.3,-0.28,0,2.51,2.49
6396,6.66,3.48,6.46,0.3,-0.42,0,2.11,2.89
6397,2.19,5.81,1.2,1.11,-0.02,0,0.57,4.43
6398,6.03,6.35,4.32,0.87,-0.01,0,0.61,4.39
6399,0.79,7.34,1.2,2.2,-0.2,0,2.11,2.89
6400,4.01,3.19,4.06,0.31,-0.33,0,0.74,4.26
6401,1.03,2.56,1.35,0.3,-0.4,0,2.37,2.63
6402,3.26,5,3.42,0.29,-0.39,0,3.77,1.23
6403,2.48,7.66,1.66,0.7,-0.23,0,0.88,4.12
6404,3.97,4.15,3.13,0.47,-0.01,0,0.86,4.14
6405,3.82,2.66,3.76,0.3,-0.57,0,0.82,4.18
6406,4.43,2.1,4.32,0.3,-0.14,0,1.64,3.36
6407,3.65,3.16,3.33,0.38,-0.22,0,1.91,3.09
6408,2.79,7.04,1.5,0.3,-0.15,0,1.61,3.39
6409,3.9,17.4,2.16,0.31,-0.3,0,0.89,4.11
6410,7.82,2.6,7.88,0.61,-0.18,0,0.95,4.05
6411,1.03,6.32,1.2,0.29,-0.11,0,3.14,1.86
6412,2.68,3.34,2.66,3.55,-0.23,0,0.82,4.18
6413,3.62,6.58,2.13,0.79,-0.02,0,0.68,4.32
6414,5.39,3.96,3.35,0.3,-0.25,0,1.99,3.01
6415,5.53,16.01,2.79,0.3,-0.29,0,3.37,1.63
